id	cj6	cj5	cj5f	unicode
30449	MFXLS	MFHXS	MFHXS	2571E
30450	MFXNH	XMFYL	MFYLH	
30451	IFY	IFY	IFY	
30451	MFY	MFY	MFY	40FC
30452	MFYB	MFYNB	MFYNB	28595
30453	IFYBB	IFYBB	IFYBB	7998
30453	MFYBB	MFYBB	MFYBB	
30454	IFYBC	IFYBC	IFYBC	798E
30454	MFYBC	MFYBC	MFYBC	
30455	MFYBS	MFYBS	MFYBS	
30456	MFYB1	XMFYR	MFYRB	
30457	IFYTO	IFYTO	IFYTO	79AD
30457	MFYCO	MFYCO	MFYCO	
30458	MFYFE	MFYFE	MFYFE	
30459	MFYG	MFYG	MFYG	
30460	MFYHJ	MFYHJ	MFYHJ	
30461	IFYHS	IFYHS	IFYHS	794A
30461	MFYHS	MFYHS	MFYHS	
30462	MFYIU	MFYIU	MFYIU	25706
30463	MFYIV	MFYIV	MFYIV	
30464	MFYJJ	MFYJJ	MFYJJ	
30465	MFYJR	MFYCB	MFYCB	
30466	MFYLB	MFYLB	MFYLB	
30467	IFYOJ	IFYOJ	IFYOJ	797D
30467	MFYOJ	MFYOJ	MFYOJ	
30468	MFYPL	MFYPC	MFYPC	
30469	MFYPM	MFYPM	MFYPM	271D8
30470	MFYPN	MFYPN	MFYPN	
30471	MFYPO	MFYPO	MFYPO	
30472	MFYPP	MFYPP	MFYPP	
30473	MFYPT	MFYPT	MFYPT	25720
30474	MFYPU	MFYPU	MFYPU	
30475	MFYP1	XMFYP	MFYPM	
30476	MFYP2	XXMFY	MFYPM	
30477	MFYP3			
30478	MFYRB	MFYRB	MFYRB	29AC7
30479	MFYRD	MFYRD	MFYRD	
30480	IFYRV	IFYRV	IFYRV	79B3
30480	MFYRV	MFYRV	MFYRV	
30481	MFYT	MFYT	MFYT	
30482	MFYTA	MFYTA	MFYTA	
30483	MFYTO	MFYTO	MFYTO	
30484	MFYTP	MFYTP	MFYTP	
30485	MFYU	MFYTU	MFYTU	
30486	MFYUB	MFYUB	MFYUB	
30487	MFYVI	MFYVI	MFYVI	
30488	MFYWM	MFYWM	MFYWM	
30489	MFYX	MFYX	MFYX	
30490	MF1	XMF	MF	706D
30491	KF	KF	KF	7070
30491	MF2	XXMF	MF	
30492	MF3			21B55
30493	MF4			
30494	MG	MG	MG	738B
30495	MGA	MGA	MGA	3B1C
30496	MGAA	MGAA	MGAA	7429
30497	MGAAA	MGAAA	MGAAA	24A5C
30498	MGAB	MGAB	MGAB	2499B
30499	MGABT	MGABT	MGABT	7465
30499	MGWOT	MGWOT	MGWOT	7465
30500	MGABU	MGABU	MGABU	7441
30501	MGAFU	MGAFU	MGAFU	24A06
30502	MGAGI	MGAGI	MGAGI	24A05
30503	MGAHM	MGAHM	MGAHM	7446
30504	MGAHU	MGAHU	MGAHU	7442
30505	MGAIL	MGAIL	MGAIL	249E8
30506	MGAM	MGAM	MGAM	
30507	MGAMH	MGAMH	MGAMH	7452
30508	MGAMJ	MGAMJ	MGAMJ	2495A
30509	MGAMO	MGAMO	MGAMO	7445
30510	MGAM1	XMGAM	MGAM	2693E
30511	MGANA	MGANA	MGANA	24A4E
30512	MGANL			287D5
30513	MGANW	MGANW	MGANW	74D3
30514	MGAPG	MGAPG	MGAPG	24A31
30515	MGAPH	MGAPH	MGAPH	
30516	MGAPP	MGAPP	MGAPP	7428
30517	MGASE	MGASE	MGASE	24A5B
30518	MGAU	MGAU	MGAU	7436
30519	MGAV	MGAV	MGAV	73E2
30520	MGAV1	XMGAV	MGAV	
30521	MGAWE	MGAWE	MGAWE	3EF4
30522	MGAYF	MGAYF	MGAYF	749F
30523	MGAYK	MGAYK	MGAYK	741D
30524	MGA1	XMGA	MGA	23168
30525	MGA2	XXMGA	MGA	
30526	MGB	MGB	MGB	518D
30527	MGBB	MGBB	MGBB	3EDA
30528	MGBBE	MGBBE	MGBBE	74A6
30529	MGBBM	MGBBM	MGBBM	73CA
30529	MGBT	MGBT	MGBT	
30530	MGBBQ	MGBBQ	MGBBQ	24A65
30531	MGBBR	MGBBR	MGBBR	249D7
30532	MGBB1	XMGBB	MGBBE	7477
30533	MGBCD	MGBCD	MGBCD	741B
30534	MGBCU	MGBCU	MGBCU	24AE1
30535	MGBCV	MGBCV	MGBCV	74D4
30536	MGBGR	MGBGR	MGBGR	7431
30536	MGBQR	MGBQR	MGBQR	
30537	MGBHN	MGBHN	MGBHN	2490C
30538	MGBHU	MGBHU	MGBHU	73B0
30539	MGBJJ	MGBJJ	MGBJJ	743F
30540	MGBKQ	MGBKQ	MGBKQ	73F2
30541	MGBLB	MGBLB	MGBLB	2491A
30542	MGBM	MGBM	MGBM	73C7
30543	MGBMC	MGBMC	MGBMC	2499A
30544	MGBME	MGBME	MGBME	7457
30545	MGBMO	MGBMO	MGBMO	249FD
30546	MGBMU	MGBMU	MGBMU	
30547	MGBMX	MGBMM	MGBMM	249CF
30548	MGBND	MGBND	MGBND	7408
30549	MGBOF	MGBOF	MGBOF	3EEE
30550	MGBOU	MGBOU	MGBOU	7464
30551	MGBOV	MGBOV	MGBOV	748E
30552	MGBO1	XMGBO	MGBOU	7476
30553	MGBQ	MGBQ	MGBQ	2492A
30554	MGBGR	MGBGR	MGBGR	7431
30554	MGBQR	MGBQR	MGBQR	
30555	MGBR	MGBR	MGBR	3EBE
30556	MGBRD	MGBRD	MGBRD	
30557	MGBSD	MGBSD	MGBSD	7424
30557	MGNSD	MGNSD	MGNSD	7424
30558	MGBBM	MGBBM	MGBBM	73CA
30558	MGBT	MGBT	MGBT	
30559	MGBTU	MGBTU	MGBTU	24987
30560	MGBT1	XMGBT	MGBT	
30561	MGBU	MGBU	MGBU	3EBA
30562	MGBU7			
30562	MGBU8			
30563	MGBUC	MGBUC	MGBUC	73FC
30564	MGBU7			
30564	MGBU8			
30565	MGBUG	MGBUG	MGBUG	
30566	MGBUU	MGBUU	MGBUU	73FE
30567	MGBUX	MGBUL	MGBUL	
30568	MGBU1	XMGBU	MGBUU	4688
30569	MGBU2			2782B
30570	MGBU3			
30571	MGBU4			2784B
30572	MGBU5			
30573	MGBV	MGBV	MGBV	24922
30574	MGBVK	MGBVK	MGBVK	24A0A
30575	MGBV1	XMGBV	MGBV	
30576	MGBX	MGBHX	MGBHX	746B
30577	MGBY	MGBY	MGBY	73AC
30578	MGB1	XMGB	MGB	73A5
30579	MGB2	XXMGB	MGB	2682E
30580	MGB3			
30581	MGC	MGC	MGC	743B
30582	MGCI	MGCI	MGCI	739C
30583	MGCIP	MGCIP	MGCIP	2497C
30584	MGCL	MGCL	MGCL	
30585	MGCMI	MGCMI	MGCMI	
30586	MGCMS	MGCMS	MGCMS	277EF
30587	MGCMW	MGCMW	MGCMW	3EE5
30587	MGTCW	MGTCW	MGTCW	
30588	MGCNH	MGCNH	MGCNH	73F6
30589	MGCOI	MGCOI	MGCOI	24A8A
30590	MGCOL	MGCOL	MGCOL	
30591	MGCOR	MGCOR	MGCOR	2496B
30592	MGCSH	MGCSH	MGCSH	73A2
30593	MGCST	MGCST	MGCST	249D2
30594	MGCWA	MGCWA	MGCWA	7494
30595	MGC1	XMGC	MGC	5172
30596	MGC2	XXMGC	MGC	7390
30597	MGC3	XXXMP	MGC	28A16
30598	MGD	MGD	MGD	7439
30599	MGDB	MGDB	MGDB	24939
30600	MGDBB	MGDBB	MGDBB	3EF7
30601	MGDBU	MGDBU	MGDBU	249C7
30602	MGDD	MGDD	MGDD	7433
30603	MGDDO	MGDDO	MGDDO	74B4
30604	MGDD1	XMGDD	MGDD	
30605	MGDH	MGDH	MGDH	
30606	MGDHE	MGDHE	MGDHE	73BB
30607	MGDH1	XMGDH	MGDHE	
30608	MGDI	MGDI	MGDI	21B35
30609	MGDJE	MGDJE	MGDJE	2490F
30610	MGDK	MGDK	MGDK	73A6
30611	MGDL	MGDL	MGDL	3ECB
30612	MGDLC	MGDLC	MGDLC	74CE
30613	MGDLK	MGDLK	MGDLK	
30614	MGDLN	MGDLN	MGDLN	3EDD
30615	MGDMQ	MGDMQ	MGDMQ	744B
30616	MGDOI	MGDOI	MGDOI	
30617	MGDOO	MGDOO	MGDOO	741C
30618	MGDO1	XMGDO	MGDON	
30619	MGDW	MGDW	MGDW	249AA
30620	MGDWF	MGDWF	MGDWF	7453
30621	MGDW1	XMGDW	MGDW	24A58
30622	MGD1	XMGD	MGD	
30623	MGE	MGE	MGE	24997
30624	MGEA	MGEA	MGEA	2498A
30625	MGEGI	MGEGI	MGEGI	743A
30626	MGEII	MGEII	MGEII	7475
30627	MGEIR	MGEIR	MGEIR	249AE
30628	MGEMN	MGEMN	MGEMN	2493E
30629	MGESD	MGESD	MGESD	7496
30630	MGETV	MGETV	MGETV	24A4C
30631	MGF	MGF	MGF	29248
30632	MGFB	MGFB	MGFB	7411
30633	MGFBB	MGFBB	MGFBB	747A
30634	MGFBC	MGFBC	MGFBC	7463
30635	MGFBG	MGFBG	MGFBG	24A20
30636	MGFBO	MGFBO	MGFBO	7410
30637	MGFBW	MGFBW	MGFBW	74AB
30638	MGFB1	XMGFB	MGFBC	24AB8
30639	MGFD	MGFD	MGFD	24944
30640	MGFDQ	MGFDQ	MGFDQ	7498
30641	MGFE	MGFE	MGFE	2494E
30642	MGFF	MGFF	MGFF	7430
30643	MGFFD	MGFFD	MGFFD	24AA4
30644	MGFFE	MGFFE	MGFFE	24AC9
30645	MGFFF	MGFFF	MGFFF	
30646	MGFFI	MGFFI	MGFFI	3F06
30647	MGFFQ	MGFFQ	MGFFQ	24A8F
30648	MGFFR	MGFFR	MGFFR	24ACE
30649	MGFFS	MGFFS	MGFFS	24A42
30650	MGFF1	XMGFF	MGFFI	
30651	MGFF2	XXMGF	MGFFF	
30652	MGFH	MGFH	MGFH	24909
30653	MGFHF	MGFHF	MGFHF	
30654	MGFHR	MGFHR	MGFHR	2496E
30655	MGFMU	MGFMU	MGFMU	73D6
30656	MGFQ	MGFQ	MGFQ	
30657	MGFS	MGFSM	MGFSM	73F0
30658	MGFSU	MGFQU	MGFQU	24994
30659	MGFV	MGFV	MGFV	73F1
30660	MGG	MGG	MGG	5393
30661	MGGB	MGGB	MGGB	73C3
30662	MGGCE	MGGCE	MGGCE	249AB
30663	MGGDE	MGGDE	MGGDE	
30664	MGGG	MGGG	MGGG	73EA
30665	MGGGI	MGGGI	MGGGI	
30666	MGGGU	MGGGU	MGGGU	24A4A
30667	MGGI	MGGI	MGGI	73D0
30668	MGGIL	MGGIL	MGGIL	287E2
30669	MGGI1	XMGGI	MGGI	20A86
30670	MGGI2	XXMGG	MGGI	20A91
30671	MGGJE	MGGJE	MGGJE	
30672	MGGK	MGGK	MGGK	20A91
30673	MGGNF	MGGNF	MGGNF	74D9
30674	MGGNI	MGGNI	MGGNI	74B9
30675	MGGP	MGGP	MGGP	24974
30676	MGGR	MGGR	MGGR	24950
30677	MGGRR	MGGRR	MGGRR	24A60
30678	MGGR1	XMGGR	MGGRR	24A98
30679	MGGSK	MGGSK	MGGSK	7488
30679	MGQSK	MGQSK	MGQSK	7488
30680	MGGWC	MGGWC	MGGWC	74C4
30681	MGG1	XMGG	MGG	248F0
30682	MGHA	MGHA	MGHA	73C0
30683	MGHAB	MGHAB	MGHAB	2499D
30684	MGHAE	MGHAE	MGHAE	7454
30685	MGHAG	MGHAG	MGHAG	745D
30686	MGHAU	MGHAU	MGHAU	24970
30687	MGHBK	MGHBK	MGHBK	
30688	MGHBR	MGHBR	MGHBR	73E6
30689	MGHBY	MGHBY	MGHBY	73D8
30690	MGHD	MGHD	MGHD	24924
30691	MGHDA	MGHDA	MGHDA	249D8
30692	MGHDD	MGHDD	MGHDD	3ED1
30693	MGHDF	MGHDF	MGHDF	249D0
30694	MGHDG	MGHDG	MGHDG	24A4F
30695	MGHDH	MGHDS	MGHDS	7407
30696	MGHDL	MGHDL	MGHDL	2498B
30697	MGHDN	MGHDN	MGHDN	740D
30698	MGHDP	MGHDP	MGHDP	
30699	MGHE	MGHE	MGHE	81F4
30700	MGHEF	MGHEF	MGHEF	249B0
30701	MGHEH	MGHEH	MGHEH	
30702	MGHEJ	MGHEJ	MGHEJ	7412
30703	MGHEM	MGHEM	MGHEM	249B6
30704	MGHER	MGHER	MGHER	73DE
30705	MGHEU	MGHEU	MGHEU	
30706	MGHEY	MGHEY	MGHEY	2492E
30707	MGHE1	XMGHE	MGHER	81F5
30708	MGHE2			
30709	MGHFW	MGHDW	MGHDW	74A0
30710	MGHGR	MGHGR	MGHGR	
30711	MGHGU	MGHGU	MGHGU	73D7
30712	MGHH	XMGYJ	MGYJJ	
30713	MGHHC	MGHHC	MGHHC	3EE9
30714	MGHHE	MGHHE	MGHHE	74C8
30715	MGHHW	MGHHW	MGHHW	7460
30716	MGHI	MGHI	MGHI	248F5
30717	MGHJ	MGHJ	MGHJ	248F3
30718	MGHJC	MGHDC	MGHDC	74B3
30719	MGHJD	MGHJD	MGHJD	73E0
30720	MGHJE	MGHJE	MGHJE	7456
30721	MGHJF	MGHGF	MGHGF	24AA0
30722	MGHJM	MGHJM	MGHJM	3ED4
30723	MGHJR	MGHJR	MGHJR	24A94
30724	MGHJU	MGHJU	MGHJU	
30725	MGHJ1	XMGHJ	MGHJU	
30726	MGHKB	MGHKB	MGHKB	24A5D
30727	MGHKE	MGHKE	MGHKE	24923
30728	MGHKL	MGHKL	MGHKL	
30729	MGHLB	MGHLB	MGHLB	7440
30730	MGHLC	MGHLC	MGHLC	74C6
30731	MGHLG	MGHLG	MGHLG	73ED
30731	MGLIG	MGILG	MGILG	
30732	MGHLM	MGHLM	MGHLM	
30733	MGHLN	MHLN	MHLN	207E6
30734	MGHLO	MGHLO	MGHLO	248FA
30735	MGHLQ	MGHLQ	MGHLQ	3EF6
30736	MGHLW	MGHLW	MGHLW	
30737	MGHLZ	MGHLF	MGHLF	
30738	MGHL1	XMGHL	MGHLC	
30739	MGHML	MGHML	MGHML	24906
30740	MGHMO	MGHMO	MGHMO	3EC4
30741	MGHMR	MGHMR	MGHMR	3EC8
30742	MGHMY	MGHMY	MGHMY	24910
30743	MGHN	MGHN	MGHN	7391
30744	MGHNB	MGHNB	MGHNB	73EE
30745	MGHND	MGHND	MGHND	24938
30746	MGHNE	MGHNE	MGHNE	24904
30747	MGHNI	MGHNI	MGHNI	249D1
30748	MGHNN	MGHNN	MGHNN	73DF
30749	MGHNZ	MGHNF	MGHNF	24AA7
30750	MGHN1	XMGHN	MGHNI	29614
30751	MGHOE	MGHOE	MGHOE	2495E
30752	MGHOH	MGHOH	MGHOH	24AB1
30753	MGHON	MGHON	MGHON	73E9
30754	MGHOO	MGHOO	MGHOO	747D
30755	MGHO1	XMGHO	MGHOH	24A24
30756	MGHO2	XXXMF	MGHON	249B7
30757	MGHO3			24AC4
30758	MGHO4			24A0B
30759	MGHP	MGHP	MGHP	248EF
30760	MGHPL	MGHPL	MGHPL	2494B
30761	MGHQI	MGHQI	MGHQI	73F4
30762	MGHQM	MGHQM	MGHQM	73C4
30763	MGHQO	MGHQO	MGHQO	24925
30764	MGHQR	MGHQR	MGHQR	24962
30765	MGHQU	MGHQU	MGHQU	24996
30766	MGHQ1	XMGHQ	MGHQU	
30767	MGHRB	MGHRB	MGHRB	7461
30768	MGHRF	MGHRF	MGHRF	7466
30769	MGHRJ	MGHRJ	MGHRJ	2499E
30770	MGHRO	MGHVO	MGHVO	24AAA
30771	MGHRR	MGHRR	MGHRR	24937
30772	MGHSB	MGHSB	MGHSB	3EDE
30772	MGISB	MGISB	MGISB	3EDE
30773	MGHSD	MGHSD	MGHSD	2497E
30774	MGHSE	MGHSE	MGHSE	
30775	MGHSK	MGHSK	MGHSK	74AC
30776	MGHSU	MGHSU	MGHSU	24A16
30777	MGHSX	MGHSX	MGHSX	
30778	MGHUA	MGHPA	MGHPA	7418
30779	MGHUC	MGHUC	MGHUC	74DA
30780	MGHUJ	MGHUJ	MGHUJ	24A62
30781	MGHUL	MGHUL	MGHUL	4D8D
30782	MGHUM	MGHPM	MGHPM	
30783	MGHUO	MGHUO	MGHUO	74D2
30784	MGHUP	MGHVP	MGHVP	
30785	MGHUT	MGHUT	MGHUT	
30786	MGHU1	MGHVL	MGHVL	
30787	MGHU2	MGHUA	MGHUA	
30788	MGHVL	MGHHL	MGHHL	73CB
30789	MGHV1	XMGHH	MGHHL	
30790	MGHWI	MGHUI	MGHUI	7470
30791	MGHWJ	MGHWJ	MGHWJ	7415
30792	MGHWP	MGHWP	MGHWP	7481
30793	MGHW1	XMGHW	MGHWP	24A0C
30794	MGHZ	XMGHA	MGHAF	9CFF
30795	MGI	MGI	MGI	7389
30796	MGIAV	MGIAV	MGIAV	7405
30797	MGIB	MGIB	MGIB	3EC6
30798	MGIBI	MGIBI	MGIBI	249F5
30799	MGICE	MGICE	MGICE	3ED0
30800	MGID	MGID	MGID	3EB7
30800	MGIJC	MGIJC	MGIJC	3EB7
30801	MGIF	MIHDF	MIHDF	249E6
30802	MGIGI	MGIGI	MGIGI	24966
30803	MGIHF	MGIHF	MGIHF	24A1F
30804	MGIHM	MGIHM	MGIHM	73EC
30805	MGIHR	MGIHR	MGIHR	744A
30806	MGIHS	MGIHS	MGIHS	73F9
30807	MGIHU	MGIHU	MGIHU	73A7
30808	MGIHZ	XXMIH	MIHAF	29FF1
30809	MGIH1	XMGIH	MGIHS	81F9
30810	MGII	MGII	MGII	7416
30811	MGIIB	MGIIB	MGIIB	24A21
30812	MGIIH	MGIIH	MGIIH	24A35
30813	MGIIL	MGIIL	MGIIL	746F
30813	MGIVL	MGIVL	MGIVL	
30814	MGIIP	MGIIP	MGIIP	24A68
30815	MGII1	MIGLI	MIGLI	249E0
30816	MGID	MGID	MGID	3EB7
30816	MGIJC	MGIJC	MGIJC	3EB7
30817	MGIJE	MGIJE	MGIJE	7403
30818	MGIK	MGIK	MGIK	3EB4
30819	MGIKE	MGIKE	MGIKE	26940
30820	MGIKK	MGIKK	MGIKK	24912
30821	MGIKP	MGIKP	MGIKP	73D1
30822	MGIK1	XMGIK	MGIK	248C5
30823	MGILB	MGILB	MGILB	24A2D
30824	MGILL	MGILL	MGILL	24945
30825	MGILP	MGILP	MGILP	2495F
30826	MGILR	MGILR	MGILR	746D
30827	MGING	MGING	MGING	249FB
30828	MGINL			2869D
30829	MGIN1			
30830	MGIOR	MGIOR	MGIOR	
30831	MGIOV	MGIOV	MGIOV	
30832	MGIR	MGIR	MGIR	73C6
30833	MGIRD	MGIRD	MGIRD	26945
30834	MGIRM	MGIRM	MGIRM	7419
30835	MGHSB	MGHSB	MGHSB	3EDE
30835	MGISB	MGISB	MGISB	3EDE
30836	MGISD	MGISD	MGISD	
30837	MGISE	MGINE	MGINE	2492F
30838	MGISK	MGISK	MGISK	74B7
30839	MGISU	MGISU	MGISU	
30840	MGIT	MGIT	MGIT	3EB9
30841	MGITC	MGITC	MGITC	3F05
30842	MGITE	MGITE	MGITE	
30843	MGIT1	XMGIT	MGIT	354E
30844	MGIU	MGIU	MGIU	248F6
30845	MGIVB	MGIVB	MGIVB	
30846	MGIIL	MGIIL	MGIIL	746F
30846	MGIVL	MGIVL	MGIVL	
30847	MGIWG	MGIWG	MGIWG	24AAE
30848	MGIXP	MGIXP	MGIXP	24A1E
30849	MGI1	XXMGI	MGI	4E1F
30850	MGI2	XXXMG	MGI	538B
30851	MGI3	XXXME	MGI	3EA8
30852	MGI4			20A42
30853	MGJB	MGJB	MGJB	
30854	MGJBC	MGJBC	MGJBC	7471
30854	MGPBC	MGPBC	MGPBC	
30855	MGJBK	MGJBK	MGJBK	24A7D
30856	MGJBM	MGJBM	MGJBM	2498C
30857	MGJB1	XMGJB	MGJBC	
30858	MGJCC	MGJCC	MGJCC	249EA
30859	MGJCH	MGJCH	MGJCH	744F
30860	MGJCK	MGJCK	MGJCK	3EE0
30861	MGJCR	MGJCR	MGJCR	7462
30862	MGJD	MGJD	MGJD	24964
30863	MGJDF	MGJDF	MGJDF	
30864	MGJE			
30865	MGJEL	MGJEL	MGJEL	
30866	MGJFC	MGJMC	MGJMC	74B8
30867	MGJHW	MGJHW	MGJHW	24ABA
30868	MGJIG	MGJIG	MGJIG	24A9A
30869	MGJIK	MGJIK	MGJIK	
30870	MGJJD	MGJJD	MGJJD	
30871	MGJJG	MGJJG	MGJJG	28325
30872	MGJK	MGJK	MGJK	248F8
30873	MGJKI	MGJKI	MGJKI	24960
30874	MGJKR	MGJKR	MGJKR	24A25
30875	MGJLL	MGJLL	MGJLL	3ED8
30876	MGJLO	MGJLO	MGJLO	
30877	MGJMC	XMGJM	MGJMC	748C
30878	MGJMF	MGJMF	MGJMF	742E
30879	MGJMK	MGJMK	MGJMK	
30880	MGJMM	MGJMM	MGJMM	7444
30881	MGJMO	MGJMO	MGJMO	7414
30882	MGJMU	MGJMU	MGJMU	7413
30883	MGJM1	XXMGJ	MGJMO	24A0E
30884	MGJM2	XXXMH	MGJMU	24A77
30885	MGJM3			24ADE
30886	MGJNU	MGJNU	MGJNU	742C
30887	MGJOC	MGJOC	MGJOC	7478
30888	MGJPN	MGJPN	MGJPN	24AA5
30889	MGJRB	MGJRB	MGJRB	745A
30890	MGJRE	MGJRE	MGJRE	24AA2
30891	MGJRR	MGJRR	MGJRR	742F
30892	MGJRU	MGJRU	MGJRU	24963
30893	MGJTC	MGJTC	MGJTC	24A73
30894	MGJV	MGJV	MGJV	24943
30895	MGJWI	MGJII	MGJII	747C
30896	MGJWJ	MGJWJ	MGJWJ	2496D
30897	MGJWP	MGJIP	MGJIP	74A4
30898	MGJW1	MGJWI	MGJWI	
30899	MGJYU	MGJYU	MGJYU	24A93
30900	MGJZ	MGDM	MGDM	249C6
30901	MGK	MGK	MGK	3EAF
30902	MGKB	MGKB	MGKB	73DB
30903	MGKBB	MGKPB	MGKPB	24A2E
30904	MGKBU	MGKBU	MGKBU	24A75
30905	MGKCF	MGKCF	MGKCF	7499
30906	MGKCN	MGKCN	MGKCN	
30907	MGKGG	MGKGG	MGKGG	249CA
30908	MGKHR	MGKHR	MGKHR	24A26
30909	MGKI	MGKI	MGKI	248FE
30910	MGKKB	MGKKB	MGKKB	740B
30911	MGKKK	MGKKK	MGKKK	
30912	MGKLD	XMGKL	MGKLD	81F6
30913	MGKL1	MGKLD	MGKLD	73D4
30914	MGKMB	MGKMB	MGKMB	3EDF
30915	MGKMR	MGKMR	MGKMR	7426
30916	MGKN	MGKN	MGKN	
30917	MGKOO	MGKOO	MGKOO	24975
30918	MGKS	MGKS	MGKS	738F
30919	MGKSR	MGKSR	MGKSR	73C8
30920	MGKSS	MGKSS	MGKSS	73D5
30921	MGKUA	MGKUA	MGKUA	
30922	MGLBD	MGLLB	MGLLB	
30923	MGLBK	MGLBK	MGLBK	24920
30924	MGLD	XMGJD	MGJD	20AC3
30925	MGLE	MGLE	MGLE	3ED6
30926	MGLE1	MGJE	MGJE	
30927	MGLE2	XMGJE	MGJE	
30928	MGLGA	MGLGA	MGLGA	2694C
30929	MGHLG	MGHLG	MGHLG	73ED
30929	MGLIG	MGILG	MGILG	
30930	MGLIL			
30931	MGLIM	MGILM	MGILM	
30932	MGLIZ	MGILC	MGILC	2952E
30933	MGLI1	XMGIL	MGLIC	
30934	MGLK	MGLK	MGLK	2492D
30935	MGLLL	MGLLL	MGLLL	7394
30936	MGLLN	MGLLN	MGLLN	24916
30937	MGLMC	MGLMC	MGLMC	749D
30938	MGLMT	MGLMT	MGLMT	74B6
30939	MGLN	XMGLN	MGLN	3EAB
30940	MGLQ	MGLQ	MGLQ	73D2
30941	MGLQK	MGLQK	MGLQK	
30942	MGLQQ	MGLQQ	MGLQQ	
30943	MGLSL	MGLSL	MGLSL	
30944	MGLSY	MGLMY	MGLMY	7432
30945	MGLTD	MGTCD	MGTCD	24A76
30946	MGLTO	MGTCO	MGTCO	749E
30947	MGLUO	MGLMO	MGLMO	73E7
30948	MGLV	XMGJV	MGJV	20ABC
30949	MGLW	MGLW	MGLW	24927
30950	MGLWK	MGLWK	MGLWK	3EC0
30951	MGLWL	MGLWL	MGLWL	73C5
30952	MGLWP	MGLWP	MGLWP	2493A
30953	MGLWV	MGLLV	MGLLV	3EF2
30954	MGLX	MGLX	MGLX	749B
30955	MGM	MGM	MGM	7392
30956	MGMA	MGMA	MGMA	2493F
30957	MGMAM	MGMAM	MGMAM	
30958	MGMBE	MGMBE	MGMBE	74C7
30959	MGMBK	MGMBK	MGMBK	744C
30960	MGMBO	MGMBO	MGMBO	987C
30961	MGMBP	MGMMP	MGMMP	24ADF
30962	MGMBV	MGMBV	MGMBV	249CB
30963	MGMCW	MGMCW	MGMCW	24952
30964	MGMD	MGMD	MGMD	7397
30965	MGMDR	MGMMR	MGMMR	73F8
30966	MGMF	MGMF	MGMF	73AF
30967	MGMFB	MGMFB	MGMFB	24A99
30968	MGMFE	MGMFE	MGMFE	24959
30969	MGMFJ	MGMFJ	MGMFJ	73B6
30970	MGMFM	MGMFM	MGMFM	3EBD
30971	MGMF1	XMGMF	MGMF	26939
30972	MGMF2			
30973	MGMG	MGMG	MGMG	73A8
30974	MGMGB	MGMGB	MGMGB	24946
30975	MGMGG	MGMGG	MGMGG	24990
30976	MGMGH	MGMGH	MGMGH	74B1
30977	MGMGI	MGMGI	MGMGI	73CF
30978	MGMGP	MGMGP	MGMGP	24A59
30979	MGMG1	XMGMG	MGMGG	2694F
30980	MGMHI	MGMHI	MGMHI	24ABE
30981	MGMHL	MGMHL	MGMHL	740A
30982	MGMHN	MGMHN	MGMHN	24932
30983	MGMHX	MGMHM	MGMHM	74D1
30984	MGMH1	XMGMH	MGMHN	
30985	MGMIA	MGMIA	MGMIA	7468
30985	MGMLA	MGMCA	MGMCA	24A01
30986	MGMIG	MGMIG	MGMIG	81F8
30987	MGMIU	MGMIU	MGMIU	
30988	MGMI1	XMGMI	MGMIG	24947
30989	MGMJ	MGMJ	MGMJ	7395
30990	MGMJJ	MGMJJ	MGMJJ	
30991	MGMK	MGMK	MGMK	24907
30992	MGMKJ	MGMKJ	MGMKJ	
30993	MGMKO	MGMSO	MGMSO	7422
30993	MGMSO	XMGMS	MGMSO	24968
30994	MGMIA	MGMIA	MGMIA	7468
30994	MGMLA	MGMCA	MGMCA	24A01
30995	MGMLB	MGMLB	MGMLB	3EB0
30996	MGMLL	MGMLL	MGMLL	
30997	MGMLO	MGMLO	MGMLO	
30998	MGMMJ	MGMMJ	MGMMJ	
30999	MGMMS	MGMMS	MGMMS	3EAE
31000	MGMMU	MGMMU	MGMMU	73A9
31001	MGMM1	XMGMM	MGMMS	
31002	MGMN	MGMN	MGMN	738E
31003	MGMND	MGMND	MGMND	249EE
31004	MGMNN	MGMNN	MGMNN	
31005	MGMNR	MGMNR	MGMNR	73C2
31006	MGMOB	MGMOB	MGMOB	2491D
31007	MGMOR	MGMOR	MGMOR	249BF
31008	MGMOV	MGMOV	MGMOV	249BE
31009	MGMPX	MGMPM	MGMPM	73F7
31010	MGMR	MGMR	MGMR	2491F
31011	MGMRR	MGMLS	MGMLS	24957
31012	MGMRW	MGMLW	MGMLW	74A2
31013	MGMSL	MGMSL	MGMSL	24911
31014	MGMKO	MGMSO	MGMSO	7422
31014	MGMSO	XMGMS	MGMSO	24968
31015	MGMT	MGMT	MGMT	248FF
31016	MGMTB	MGMTB	MGMTB	24AB2
31017	MGMUA	MGMUA	MGMUA	3EF8
31018	MGMUE	MGMUE	MGMUE	249F6
31019	MGMUN	MGMVN	MGMVN	7504
31020	MGMUP	MGMUP	MGMUP	
31021	MGMU1	XMGMV	MGMVN	73C1
31022	MGMU2	XMGMU	MGMUE	2694D
31023	MGMVH	MGMVH	MGMVH	73A1
31024	MGMVI	MGMVI	MGMVI	24908
31025	MGMVM	MGMVM	MGMVM	
31026	MGMVU	MGMVU	MGMVU	2490D
